airID,airline,airlinealias,IATA,ICAO,callsign,country,active
385,Aerotransporte Petrolero,\N,NA,PET,AEROPETRO,Colombia,N
386,Aero Flight,\N,GV,ARF,Aero Fox,Germany,Y
387,ACM Aviation,\N,NA,BJT,BAY JET,United States,N
388,Aircompany Barcol,\N,NA,BKL,BARCOL,Russia,N
389,All Charter Limited,\N,NA,BLA,ALL CHARTER,United Kingdom,N
390,Appalachian Flying Service,\N,NA,APL,Inc.,APPALACHIAN,N
391,Airpac,\N,NA,APM,Inc.,ALASKA PACIFIC,N
392,Aeropro,\N,NA,APO,AEROPRO,Canada,N
393,Aerolineas Pacifico Atlantico,\N,NA,APP,S.A. (Apair),AEROPERLAS,N
394,Aspen Aviation,\N,NA,APQ,ASPEN BASE,United States,N
395,Aeropuma,\N,NA,APU,S.A.,AEROPUMA,N
396,Air Plan International,\N,NA,APV,AIR PLAN,Democratic Republic of the Congo,N
397,Arrow Air,\N,JW,APW,BIG A,United States,Y
398,Apex Air Cargo,\N,NA,APX,PARCEL EXPRESS,United States,N
399,APA Internacional,\N,NA,APY,APA INTERNACIONAL,Dominican Republic,N
400,Aeroatlas,\N,NA,AQA,S.A.,ATCO,N
401,Aquila Air Ltd.,\N,NA,AQL,AQUILA,Canada,N
402,Air Queensland,\N,NA,AQN,BUSHAIR,Australia,N
403,Aluminum Company Of America,\N,NA,AQO,ALCOA SHUTTLE,United States,N
404,Aviones de Renta de Quintana Roo,\N,NA,AQT,S.A. de C.V.,AVIOQUINTANA,N
405,AirQuarius Aviation,\N,NA,AQU,QUARIUS,South Africa,N
406,Aerodyne Charter Company,\N,NA,AQZ,QUANZA,United States,N
407,Arik Air,\N,W3,ARA,ARIK AIR,Nigeria,N
408,Avia Air N.V.,\N,NA,ARB,AVIAIR,Aruba,N
409,Air Routing International Corp.,\N,NA,ARC,NA,United States,N
410,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y
411,Aires,\N,4C,ARE,Aerovias de Integracion Regional,S.A.,Y
412,Aerolineas Argentinas,\N,AR,ARG,ARGENTINA,Argentina,Y
413,Arrowhead Airways,\N,NA,ARH,ARROWHEAD,United States,N
414,Aero Vics,\N,NA,ARI,AEROVICS,Mexico,N
415,Aerojet de Costa Rica,\N,NA,ARJ,S.A.,NA,N
416,Antillana De Navegacion Aerea,\N,NA,SUN,NA,Dominican Republic,N
417,Aeroservicios De San Luis,\N,NA,SUO,SERVICIO SANLUIS,Mexico,N
418,Aerosuper,\N,NA,SUP,AEROSUPER,Mexico,N
419,Aero Link Air Services S.L.,\N,NA,ARK,LINK SERVICE,Spain,N
420,Airlec - Air Aquitaine Transport,\N,NA,ARL,AIRLEC,France,N
421,Aeromarket Express,\N,NA,ARM,AMEX,Spain,N
422,Arrow Aviation Ltd.,\N,NA,ARO,ARROW,Canada,N
423,RPA-Aviataxi Ltd.,\N,NA,ARP,NA,Russia,N
424,Air Klaipeda,\N,NA,KLD,AIR KLAIPEDA,Lithuania,N
425,Armstrong Air,\N,NA,ARQ,Inc.,ARMSTRONG,N
426,Air Armenia,\N,QN,ARR,AIR ARMENIA,Armenia,N
427,Aeromet Servicios,\N,NA,ARS,METSERVICE,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,\N,NA,ART,AEROTAL,Colombia,N
429,Aravco Ltd.,\N,NA,ARV,ARAVCO,United Kingdom,N
430,Aria,\N,NA,ARW,ARIABIRD,France,N
431,Air Xpress,\N,NA,ARX,Inc.,AIREX,N
432,Airline Alania,\N,NA,OST,ALANIA,Russia,N
433,Air Tchad,\N,NA,HTT,HOTEL TANGO,Chad,N
434,Aerloineas de Techuacan,\N,NA,HUC,LINEAS TEHUACAN,Mexico,N
435,Aerotransportes Huitzilin,\N,NA,HUT,AEROHUITZILIN,Mexico,N
436,Aero Transportes Del Humaya,\N,NA,HUY,AERO HUMAYA,Mexico,N
437,Argosy Airways,\N,NA,ARY,GOSEY,United States,N
438,Air Resorts,\N,NA,ARZ,AIR RESORTS,United States,N
439,Alaska Airlines,\N,AS,ASA,Inc.,ALASKA,Y
440,Air-Spray 1967 Ltd.,\N,NA,ASB,AIR SPRAY,Canada,N
441,Air Star Corporation,\N,NA,ASC,AIR STAR,Canada,N
442,Air Sinai,\N,4D,ASD,AIR SINAI,Egypt,Y
443,Airstars,\N,PL,ASE,MOROZOV,Russia,N
444,Air Schefferville,\N,NA,ASF,Inc.,SCHEFF,N
445,African Star Airways (PTY) Ltd.,\N,NA,ASG,AFRICAN STAR,South Africa,N
446,Aerosun International,\N,NA,ASI,Inc.,AEROSUN,N
447,Air Satellite,\N,NA,ASJ,SATELLITE,Canada,N
448,Awesome Flight Services (PTY) Ltd.,\N,NA,ASM,AWESOME,South Africa,N
449,Air and Sea Transport,\N,NA,ASN,NA,Russia,N
450,Aero Slovakia,\N,NA,ASO,AERO NITRA,Slovakia,N
451,Airsprint,\N,NA,ASP,AIRSPRINT,Canada,N
452,Atlantic Southeast Airlines,\N,EV,ASQ,ACEY,United States,Y
453,All Star Airlines,\N,NA,ASR,Inc.,ALL STAR,N
454,Air Class,\N,NA,ASS,S.A. de C.V.,AIR CLASS,N
455,Aerlineas Del Oeste,\N,NA,AST,AEROESTE,Mexico,N
456,Aviones Are,\N,NA,NRE,AVIONES ARE,Mexico,N
457,Air Nepal International,\N,NA,NPL,AIR NEPAL,Nepal,N
458,Air Napier,\N,NA,NPR,NA,New Zealand,N
459,Air Taxi & Cargo,\N,NA,WAM,TAXI CARGO,Sudan,N
460,Arrow Panama,\N,NA,WAP,ARROW PANAMA,Panama,N
461,Astravia-Bissau Air Transports Ltd.,\N,NA,ASV,ASTRAVIA,Guinea-Bissau,N
462,Astrakhan Airlines,\N,OB,ASZ,AIR ASTRAKHAN,Russia,Y
463,Air Transport Association,\N,NA,ATA,NA,United States,N
464,Atlantair Ltd.,\N,NA,ATB,STARLITE,Canada,N
465,Air Tanzania,\N,TC,ATC,TANZANIA,Tanzania,Y
466,Aerotours Dominicana,\N,NA,ATD,AEROTOURS,Dominican Republic,N
467,Atlantis Transportation Services,\N,NA,ATE,Ltd.,ATLANTIS CANADA,N
468,Aerotrans Airline,\N,NA,ATG,BACHYT,Kazakhstan,N
469,Air Charter World,\N,NA,XAC,NA,United States,N
470,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y
471,Air Travel Corp.,\N,NA,ATH,AIR TRAVEL,United States,N
472,Aero-Tropics Air Services,\N,HC,ATI,NA,Australia,N
473,Air Traffic GmbH,\N,NA,ATJ,SNOOPY,Germany,N
474,AeroTACA,\N,NA,ATK,AEROTACA,Colombia,N
475,Aerocentral,\N,NA,ATL,CENTRALMEX,Mexico,N
476,Airlines Of Tasmania,\N,FO,ATM,AIRTAS,Australia,Y
477,Air Saint Pierre,\N,PJ,SPM,NA,France,Y
478,Air Transport International,\N,8C,ATN,AIR TRANSPORT,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,\N,NA,ATP,ASTRAL,Colombia,N
480,Air Transport Schiphol,\N,NA,ATQ,MULTI,Netherlands,N
481,Aeroferinco,\N,NA,FEO,FERINCO,Mexico,N
482,Aero Taxis Y Servicios Alfe,\N,NA,FES,AERO ALFE,Mexico,N
483,Avialesookhrana,\N,NA,FFA,AVIALESOOKHRANA,Russia,N
484,Africair Service,\N,NA,FFB,FOXTROT FOXTROT,Senegal,N
485,Atlas Airlines,\N,NA,ATR,ATLAS-AIR,United States,N
486,Air Transport Service,\N,NA,ATS,NA,Democratic Republic of the Congo,N
487,Aer Turas,\N,NA,ATT,AERTURAS,Ireland,N
488,Atlant Aerobatics Ltd.,\N,NA,ATU,ATLANT HUNGARY,Hungary,N
489,Avanti Air,\N,NA,ATV,AVANTI AIR,Germany,N
490,Aero Trades (Western) Ltd.,\N,NA,ATW,AERO TRADES,Canada,N
491,Austrian Airlines,\N,OS,AUA,AUSTRIAN,Austria,Y
492,Air Southwest,\N,NA,WOW,SWALLOW,United Kingdom,Y
493,Augsburg Airways,\N,IQ,AUB,AUGSBURG-AIR,Germany,Y
494,Air Corporate,\N,NA,CPV,AIRCORPORATE,Italy,N
495,Aviastar-Tu,\N,NA,TUP,TUPOLEVAIR,Russia,N
496,AirBridge Cargo,\N,RU,ABW,AIRBRIDGE CARGO,Russia,N
497,ATUR,\N,NA,TUR,NA,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,\N,NA,TXU,ATESA,Ecuador,N
499,Austin Express,\N,NA,TXX,COWBOY,United States,N
500,Audi Air,\N,NA,AUD,Inc.,AUDI AIR,N
501,Augusta Air Luftfahrtunternehmen,\N,NA,AUF,AUGUSTA,Germany,N
502,Abu Dhabi Amiri Flight,\N,MO,AUH,SULTAN,United Arab Emirates,Y
503,Aeroflot-Nord,\N,5N,AUL,DVINA,Russia,Y
504,Air Atlantic Uruguay,\N,NA,AUM,ATLAMUR,Uruguay,N
505,Aviones Unidos,\N,NA,AUN,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,\N,NA,AUP,NA,Russia,N
507,Aero Servicios Expecializados,\N,NA,SVE,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,\N,GR,AUR,AYLINE,United Kingdom,Y
509,Aus-Air,\N,NO,AUS,NA,Australia,N
510,Austral Lineas Aereas,\N,AU,AUT,AUSTRAL,Argentina,Y
511,Aurora Aviation,\N,NA,AUU,Inc.,AURORA AIR,N
512,Air Uganda International Ltd.,\N,NA,AUX,NA,Uganda,N
513,Aerolineas Uruguayas,\N,NA,AUY,S.A.,AUSA,N
514,Australian Airlines,\N,AO,AUZ,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y
516,Aviation Beaufort,\N,NA,AVB,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,\N,NA,AVD,S.L.,ALAMO,N
518,Aviair Aviation Ltd.,\N,NA,AVF,CARIBOO,Canada,N
519,Air Falcon,\N,NA,AVG,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,\N,NA,AVH,KENT HELI,United Kingdom,N
521,Avia Traffic Company,\N,NA,AVJ,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,\N,NA,AVK,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,\N,NA,AVM,S.A.,AVEMEX,N
524,Air Vanuatu,\N,NF,AVN,AIR VAN,Vanuatu,Y
525,Aviation at Work,\N,NA,AVO,AVIATION WORK,South Africa,N
526,Avcorp Registrations,\N,NA,AVP,AVCORP,United Kingdom,N
527,Alfa Aerospace,\N,NA,LFP,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,\N,NA,LFR,LANFREIGHT,Sao Tome and Principe,N
529,Aerolift Company,\N,NA,LFT,LIFTCO,Sierra Leone,N
530,Aviation Services,\N,NA,AVQ,Inc.,AQUILINE,N
531,Active Aero Charter,\N,NA,AVR,Inc.,ACTIVE AERO,N
532,Avialsa T-35,\N,NA,AVS,AVIALSA,Spain,N
533,Asia Avia Airlines,\N,NA,AVT,ASIAVIA,Indonesia,N
534,Avia Sud A,\N,NA,AVU,AVIASUD,France,N
535,Airvantage Incorporated,\N,NA,AVV,AIRVANTAGE,United States,N
536,Aviator Airways,\N,NA,AVW,AVIATOR,Greece,N
537,Aviapaslauga,\N,NA,AVX,PASLAUGA,Lithuania,N
538,ASL,\N,NA,XXX,NA,Belgium,N
539,Air Yugoslavia,\N,NA,YRG,YUGAIR,Serbia,N
540,Airlink Zambia,\N,K8,ZAK,NA,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,\N,NA,ZZM,NA,Ivory Coast,N
542,Airbus Transport International,\N,NA,BGA,BELOUGA,France,N
543,Air Bangladesh,\N,B9,BGD,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,\N,NA,BGF,BULGARIAN,Bulgaria,N
545,Aero BG,\N,NA,BGG,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,\N,NA,BHC,BAHIA,Mexico,N
547,Air Mediterranee,\N,DR,BIE,MEDITERRANEE,France,Y
548,Aviaservice,\N,NA,BIV,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,\N,NA,SZA,AESA,El Salvador,N
550,Swaziland Airlink,\N,NA,SZL,SWAZILINK,Swaziland,N
551,Air Moorea,\N,NA,TAH,AIR MOOREA,France,Y
552,Aerovaradero,\N,NA,AVY,S.A.,AEROVARADERO,N
553,Air Valencia,\N,NA,AVZ,AIR VALENCIA,Spain,N
554,Airways International,\N,NA,AWB,Inc.,AIRNAT,N
555,Airwork,\N,NA,AWK,AIRWORK,New Zealand,N
556,Australian Wetleasing,\N,NA,AWL,AUSSIEWORLD,Australia,N
557,Air Niamey,\N,NA,AWN,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,\N,NA,AWO,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,\N,NA,AWR,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,\N,NA,ISM,STORK,Russia,N
561,Arab Wings,\N,NA,AWS,ARAB WINGS,Jordan,N
562,Air West,\N,NA,AWT,AIR WEST,Canada,N
563,Aeroline GmbH,\N,7E,AWU,SYLT-AIR,Germany,Y
564,Airwave Transport,\N,NA,AWV,Inc.,AIRWAVE,N
565,Air Wales,\N,6G,AWW,RED DRAGON,United Kingdom,Y
566,Aeroway,\N,NA,AWY,S.L.,AEROWEE,N
567,Air Caraïbes,\N,TX,FWI,FRENCH WEST,France,Y
568,AirWest,\N,NA,AWZ,NA,Sudan,N
569,Air India Express,\N,IX,AXB,EXPRESS INDIA,India,Y
570,Air Express,\N,NA,AXD,AIR SUDEX,Sudan,N
571,Asian Express Airlines,\N,HJ,AXF,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,\N,NA,AXH,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,\N,NA,AXI,Inc.,AIR FREIGHTER,N
574,African Express Airways,\N,NA,AXK,EXPRESS JET,Kenya,N
575,Air Exel,\N,XT,AXL,EXEL COMMUTER,Netherlands,Y
576,AirAsia,Air Asia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,\N,NA,AXN,ALEXANDROS,Greece,N
578,Aeromax,\N,NA,AXP,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),\N,NA,AXQ,ACTION AIR,United States,N
580,Alberni Airways,\N,NA,BNI,ALBERNI,Canada,N
581,Aerolineas Bonanza,\N,NA,BNZ,AERO BONANZA,Mexico,N
582,Aerobona,\N,NA,BOC,AEROBONA,Mexico,N
583,Aboitiz Air,\N,NA,BOI,ABAIR,Philippines,N
584,Axel Rent,\N,NA,AXR,S.A.,RENTAXEL,N
585,Altus Airlines,\N,NA,AXS,ALTUS,United States,N
586,Aviaxess,\N,NA,AXV,AXAVIA,France,N
587,Avioimpex A.D.p.o.,\N,NA,AXX,IMPEX,Macedonia,N
588,Axis Airways,\N,6V,AXY,AXIS,France,N
589,Aladia Airlines,\N,NA,AYD,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,\N,NA,AYK,NA,Armenia,N
591,Airman,\N,NA,AYM,S.L.,AIRMAN,N
592,Atlantic Airlines,\N,NA,AYN,S.A.,ATLANTIC NICARAGUA,N
593,Awsaj Aviation Services,\N,NA,AYS,NA,Libya,N
594,Ayeet Aviation & Tourism,\N,NA,AYT,AYEET,Israel,N
595,Atlant-Soyuz Airlines,\N,3G,AYZ,ATLANT-SOYUZ,Russia,Y
596,Alitalia,\N,AZ,AZA,ALITALIA,Italy,Y
597,Azamat,\N,NA,AZB,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,\N,ZE,AZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,\N,NA,AZF,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,\N,NA,AZK,AZALHELICOPTER,Azerbaijan,N
601,Africa One,\N,NA,AZL,SKY AFRICA,Zambia,N
602,Aerocozumel,\N,NA,AZM,AEROCOZUMEL,Mexico,N
603,Amaszonas,\N,Z8,AZN,NA,Bolivia,Y
604,Arizona Pacific Airways,\N,NA,AZP,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,\N,NA,AZS,ZITOTRANS,Russia,N
606,Azimut,\N,NA,AZT,S.A.,AZIMUT,N
607,Azov Avia Airlines,\N,NA,AZV,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,\N,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,\N,NA,MHC,AERO JOMACHA,Mexico,N
610,Air Memphis,\N,NA,MHS,AIR MEMPHIS,Egypt,N
611,Air Memphis,\N,NA,MHU,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,\N,NA,MKH,AIR MARRAKECH,Morocco,N
613,Air Max Africa,\N,NA,AZX,AZIMA,Gabon,N
614,Arizona Airways,\N,NA,AZY,Inc.,ARIZAIR,N
615,Azza Transport,\N,NA,AZZ,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,\N,NA,NAR,NIGHT AIR,United States,N
617,Antanik-Air,\N,NA,NAU,ANTANIK,Ukraine,N
618,Air Newark,\N,NA,NER,NEWAIR,United States,N
619,Aircraft Support and Services,\N,NA,NFF,NA,Lebanon,N
620,Aerobanana,\N,NA,OBA,AEROBANANA,Mexico,N
621,Amako Airlines,\N,NA,OBK,AMAKO AIR,Nigeria,N
622,Aserca Airlines,\N,R7,OCA,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,\N,NA,NFS,NA,Senegal,N
624,Angoservice,\N,NA,NGC,ANGOSERVICE,Angola,N
625,Angel Airlines,\N,NA,NGE,ANGEL AIR,Thailand,N
626,Angel Flight America,\N,NA,NGF,ANGEL FLIGHT,United States,N
627,Air Atonabee,\N,NA,OUL,CITY EXPRESS,Canada,N
628,Aero Nova,\N,NA,OVA,AERONOVA,Spain,N
629,Amira Air,\N,NA,XPE,EXPERT,Austria,N
630,Aero Express Intercontinental,\N,NA,XSS,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,\N,NA,XTJ,NA,United States,N
632,Air Libya Tibesti,\N,NA,TLR,AIR LIBYA,Libya,N
633,Aerovic,\N,NA,OVC,NA,Ecuador,N
634,Airventure,\N,NA,RVE,AIRVENTURE,Belgium,N
635,Aero Servicios,\N,NA,RVI,AERO SERVICIOS,Mexico,N
636,Airvallee,\N,NA,RVL,AIR VALLEE,Italy,N
637,Aeromover,\N,NA,OVE,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,\N,NA,OVI,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,\N,NA,PTD,PITY,Mexico,N
640,Aero Copter,\N,NA,PTE,NA,Mexico,N
641,Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,PULKOVO,Russia,Y
642,Air Pal,\N,NA,PLL,AIRPAL,Spain,N
643,Air Pullmantur,\N,NA,PLM,PULLMANTUR,Spain,N
644,Aviaexpress,\N,RX,AEH,Avex,Hungary,N
645,Aviones Para Servirle,\N,NA,PSG,SERVIAVIONES,Mexico,N
646,Avio Sluzba,\N,NA,SLU,AVIO SLUZBA,Serbia,N
647,Air Scorpio,\N,NA,SCU,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,\N,NA,SIP,AIR SPIRIT,United States,N
649,Alatau Airlines,\N,NA,BMV,OLIGA,Kazakhstan,N
650,Aviateca,\N,NA,GUG,AVIATECA,Guatemala,N
651,Aroostook Aviation,\N,NA,PXX,PINE STATE,United States,N
652,Aeropycsa,\N,NA,PYC,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,\N,NA,PVK,BORIS,Kazakhstan,N
654,The Amiri Flight,\N,NA,BAH,BAHRAIN,Bahrain,N
655,Aero Services,\N,NA,BAS,AEROSERV,Barbados,N
656,Ababeel Aviation,\N,NA,BBE,BABEL AIR,Sudan,N
657,Air Bashkortostan,\N,NA,BBT,AGYDAL,Russia,N
658,Ambulance Air Africa,\N,NA,MCY,MERCY,South Africa,N
659,American Eagle Airlines,\N,MQ,EGF,EAGLE FLIGHT,United States,Y
660,Aeropuelche,\N,NA,PUE,PUELCHE,Chile,N
661,Aeroput,\N,NA,PUT,NA,Serbia,N
662,Azzurra Air,\N,NA,AZI,AZZURRA,Italy,N
663,Airshop,\N,FF,NA,NA,Netherlands,N
664,African Transport Trading and Investment Company,\N,ML,NA,NA,Sudan,N
665,AD Aviation,\N,NA,VUE,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,\N,NA,XCT,AEROCOSTAXI,Mexico,N
667,Aerovitro,\N,NA,VRO,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,\N,NA,VRI,VILLARICA,Mexico,N
669,Aerovega,\N,NA,VEG,AEROVEGA,Mexico,N
670,Aerovilla,\N,NA,VVG,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,\N,NA,VLR,VILLAVERDE,Mexico,N
672,Aero Air,\N,NA,WIL,WILLIAMETTE,United States,N
673,Aero Ejecutivos,\N,NA,VEJ,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,\N,NA,WAB,WABASH,United States,N
675,Aero Servicios Vanguardia,\N,NA,VNG,VANGUARDIA,Mexico,N
676,Aero Taxi Los Valles,\N,NA,VAD,VALLES,Spain,N
677,Aero Vilamoura,\N,NA,VMR,AERO VILAMOURA,Portugal,N
678,Aero Virel,\N,NA,VLS,VIREL,Mexico,N
679,Aeronautical Radio Inc,\N,NA,XAA,NA,United States,N
680,Aerovuelox,\N,NA,VUO,AEROVUELOX,Mexico,N
681,Aeronaves TSM,\N,NA,VTM,AERONAVES TSM,Mexico,N
682,Air Ivoire,\N,VU,VUN,AIRIVOIRE,Ivory Coast,Y
683,Air Botswana,\N,BP,BOT,BOTSWANA,Botswana,Y
684,Air-Rep,\N,NA,XPR,NA,United States,N
685,Air Excel,\N,NA,XLL,TINGA-TINGA,Tanzania,N
686,Air Evans,\N,NA,VAE,AIR-EVANS,Spain,N
687,Air Sorel,\N,NA,WHY,AIR SOREL,Canada,N
688,Air Net Private Charter,\N,NA,WDR,WIND RIDER,United States,N
689,Air Executive Charter,\N,NA,XEC,NA,Germany,N
690,Air Foyle,\N,GS,UPA,FOYLE,United Kingdom,Y
691,Air Midwest,\N,NA,VTY,VICTORY,Nigeria,N
692,Air Tahiti,\N,VT,VTA,AIR TAHITI,French Polynesia,Y
693,Air Urga,\N,3N,URG,URGA,Ukraine,N
694,Air Vardar,\N,NA,VDR,VARDAR,Macedonia,N
695,Air VIA,\N,VL,VIM,NA,Bulgaria,Y
696,Air Walser,\N,NA,WLR,AIRWALSER,Italy,N
697,Aircompany Rosavia,\N,NA,URA,ROSAVIA,Ukraine,N
698,Aircraft Performance Group,\N,NA,XLB,NA,United States,N
699,Airwaves Airlink,\N,NA,WLA,AIRLIMITED,Zambia,N
700,Airways Corporation of New Zealand,\N,NA,XFX,AIRCORP,New Zealand,N
701,Airways,\N,NA,WAY,GARONNE,France,N
702,Airwings oy,\N,NA,WGS,AIRWINGS,Finland,N
703,Airkenya,\N,NA,XAK,SUNEXPRESS,Kenya,N
704,Air-Lift Associates,\N,NA,WPK,WOLFPACK,United States,N
705,Airtrans Ltd,\N,NA,VAB,NA,Russia,N
706,ARP 410 Airlines,\N,NA,URP,AIR-ARP,Ukraine,N
707,Auckland Regional Rescue Helicopter Trust,\N,NA,WPR,WESTPAC RESCUE,New Zealand,N
708,Aurora Airlines,\N,NA,URR,AIR AURORA,Slovenia,N
709,Austro Aereo,\N,NA,UST,AUSTRO AEREO,Ecuador,N
710,Aviation Partners,\N,NA,WLT,WINGLET,United States,N
711,Avialift Vladivostok,\N,NA,VLV,VLADLIFT,Russia,N
712,Aviacion Comercial de America,\N,NA,VME,AVIAMERICA,Mexico,N
713,Aviast Air,\N,NA,VVA,IALSI,Russia,N
714,Aviation North,\N,NA,WLV,WOLVERINE,United States,N
715,Africa West,\N,FK,WTA,WEST TOGO,Togo,Y
716,Avient Air Zambia,\N,NA,VNT,AVIENT,Zambia,N
717,Aviazur,\N,NA,VZR,IAZUR,France,N
718,Aviaprad,\N,NA,VID,AVIAPRAD,Russia,N
719,Avirex,\N,G2,VXG,AVIREX-GABON,Gabon,N
720,Aviaexpress Aircompany,\N,NA,VXX,EXPRESSAVIA,Ukraine,N
721,AMR Services Corporation,\N,NA,XAM,ALLIANCE,United States,N
722,Airline Operations Services,\N,NA,XAO,NA,United States,N
723,Airlines 400,\N,NA,VAZ,REMONT AIR,Russia,N
724,ATRAN Cargo Airlines,\N,V8,VAS,ATRAN,Russian Federation,Y
725,Ameravia,\N,NA,VAM,AMERAVIA,Uruguay,N
726,Angkor Air,\N,NA,VAV,AIR ANGKOR,Cambodia,N
727,AVB-2004 Ltd,\N,NA,VBC,AIR VICTOR,Bulgaria,N
728,ASECNA,\N,NA,XKX,NA,France,N
729,AT and T Aviation Division,\N,NA,XAT,NA,United States,N
730,Avalair,\N,NA,VAI,AIR AVALAIR,Serbia,N
731,Averitt Air Charter,\N,NA,VRT,AVERITT,United States,N
732,Avensa,\N,VE,AVE,Avensa,Venezuela,N
733,Avolar Aerolineas,\N,V5,VLI,AEROVOLAR,Mexico,N
734,Avstar Aviation,\N,NA,VSA,STARBIRD,South Africa,N
735,AVESCA,\N,NA,VSC,AVESCA,Colombia,N
736,Aviaprom Enterprises,\N,NA,XAV,AVIAPROM,Russia,N
737,Avia Trans Air Transport,\N,NA,VTT,VIATRANSPORT,Sudan,N
738,Aviostart AS,\N,NA,VSR,AVIOSTART,Bulgaria,N
739,Aviacao Transportes Aereos e Cargas,\N,NA,VTG,ATACARGO,Angola,N
740,Assistance Aeroportuaire de L'Aeroport de Paris,\N,NA,XJA,NA,France,N
741,American Flight Service Systems,\N,NA,XFS,NA,United States,N
742,AASANA,\N,NA,XXV,NA,Bolivia,N
743,Australian air Express,\N,NA,XME,AUS-CARGO,Australia,N
744,AMS Group,\N,NA,XMG,NA,Russia,N
745,Air Caraibes Atlantique,\N,NA,CAJ,CAR LINE,France,N
746,Air China Cargo,\N,NA,CAO,AIRCHINA FREIGHT,China,N
747,Aerovias Caribe,\N,NA,CBE,AEROCARIBE,Mexico,N
748,Aerotaxi del Cabo,\N,NA,CBO,TAXI CABO,Mexico,N
749,Air Columbus,\N,NA,CBS,AIR COLUMBUS,Ukraine,N
750,Aero Cabo,\N,NA,CBV,CABOAEREO,Mexico,N
751,Air China,\N,CA,CCA,AIR CHINA,China,Y
752,Aerocardal,\N,NA,CDA,CARDAL,Chile,N
753,Aero Condor Peru,\N,Q6,CDP,CONDOR-PERU,Peru,Y
754,Aerotrans,\N,NA,CDU,NA,Russia,N
755,Airline Skol,\N,NA,CDV,SKOL,Russia,N
756,Aerofan,\N,NA,CFF,AEROFAN,Spain,N
757,ACEF,\N,NA,CFM,ACEF,Portugal,N
758,Africa One,\N,NA,CFR,NA,Democratic Republic of the Congo,N
759,Aero Calafia,\N,NA,CFV,CALAFIA,Mexico,N
760,Air Cargo Belize,\N,NA,CGB,CARGO BELIZE,Belize,N
761,Aero Clube Do Algarve,\N,NA,CGV,CLUBE ALGARVE,Portugal,N
762,Air Great Wall,\N,NA,CGW,CHANGCHENG,China,N
763,Aircompany Chaika,\N,NA,CHJ,AIR CHAIKA,Ukraine,N
764,Air Charter Services,\N,NA,CHR,ZAIRE CHARTER,Democratic Republic of the Congo,N
765,Air Charter Professionals,\N,NA,CHV,CHARTAIR,United States,N
766,Asia Continental Airlines,\N,NA,CID,ACID,Kazakhstan,N
767,Arctic Circle Air Service,\N,5F,CIR,AIR ARCTIC,United States,N
768,Aviation Charter Services,\N,NA,CKL,CIRCLE CITY,United States,N
