BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
CN47785PC,JIANGXI SENYANG TECHNOLOGY COMPANY LIMITED,CN,729,37115.71684,282,ZHANGYE,18.564,7,4.569557853
CN46505PC,ZHEJIANG JINCHANG SPECIAL PAPER COMPANY LIMITED,CN,2895,37112.06491,330,QUZHOU,16.088,28,4.569515119
CN44917PC,ZHEJIANG LINGTONG ROAD FACILITY INCORPORATED COMPANY,CN,1520,37105.9401,71,HUZHOU,21.077,15,4.569443439
CN52571PC,SHANDONG KINGREAD NEW-MATERIAL TECHNOLOGY CORPORATION LIMITED,CN,2599,37067.12431,195,ZIBO,15.823,25,4.568988895
CN41583PC,EXIN DIAMOND ADVANCED MATERIALS COMPANY LIMITED,CN,2399,37065.2364,248,EZHOU,7.438,23,4.568966774
CN49978PC,FRACTALIST INFORMATION TECHNOLOGY (BEIJING)COMPANY LIMITED,CN,6209,37058.68006,221,BEIJING,-130.062,62,4.568889947
CN46081PC,"SUZHOU DONGFU ELECTRONIC TECHNOLOGY CO., LTD.",CN,2611,37051.36546,135,SUZHOU,19.19,26,4.568804218
CN52629PC,"BEIJING HUAFENG TEST AND CONTROL TECHNOLOGY CO., LTD.",CN,4652,37044.08152,236,BEIJING,27.813,46,4.568718831
CN46345PC,SHANXI JUHAILONG DIANTONG TECHNOLOGY STOCK COMPANY LIMITED,CN,2410,37041.5053,210,TAIYUAN,5.056,24,4.568688627
CN50637PC,HIZOM INSURANCE SURVEYORS&LOSS ADJUSTERS INC.,CN,6622,37035.16817,245,GUANGZHOU,8.873,66,4.568614321
CN41816PC,SHANGHAI EVENTPLUS MARKETING COMMUNICATIONS CORPORATION,CN,7490,37024.90304,87,SHANGHAI,47.36,74,4.56849393
CN51469PC,BEIJING WORLDIA DIAMOND TOOLS COMPANY LIMITED,CN,2599,37020.32311,615,LANGFANG,7.941,25,4.568440205
CN42847PC,WEIHAI CREDITFAN VENTILATOR COMPANY LIMITED,CN,2825,36996.42158,372,WEIHAI,10.121,28,4.56815972
CN51013PC,BOMET BORON ALLOYS COMPANY LIMITED,CN,2454,36990.41041,366,NA,13.333,24,4.56808915
CN46814PC,"CHINA AMORPHOUS TECHNOLOGY CO., LTD.",CN,2790,36969.94126,600,FOSHAN,1.135,27,4.567848761
CN31638PC,NEW SEA UNION TECHNOLOGY GROUP COMPANY LIMITED,CN,2630,36950.90848,211,SUZHOU,7.418,26,4.567625121
CN43308PC,NANJING HONGFA NON-FERROUS METAL COMPANY LIMITED,CN,3299,36950.76536,205,NANJING,2.17,32,4.567623438
CN44317PC,CHENGDU LOYALTY TECHNOLOGY COMPANY LIMITED,CN,4677,36921.64125,352,CHENGDU,15.281,46,4.567280998
CN52234PC,YADA PIPING SOLUTION COMPANY LIMITED,CN,2599,36898.14788,531,JIAXING,9.169,25,4.567004567
CN31243PC,HUAXUN FANGZHOU COMPANY LIMITED,CN,2060,36879.06077,252,BAODING,NA,20,4.566779852
CN51792PC,SHANGHAI SHEN LIAN BIOMEDICAL CORPORATION,CN,2120,36873.0496,297,SHANGHAI,7.089,21,4.566709058
CN40403PC,ANSHAN SENYUAN ROAD & BRIDGE COMPANY LIMITED,CN,2910,36865.60721,582,ANSHAN,-39.871,29,4.566621392
CN48281PC,HUAXIN ENVIRONMENTAL COMPANY LIMITED,CN,3811,36815.06748,278,BEIJING,11.625,38,4.566025601
CN47618PC,HUBEI GABRIELLE-OPTECH COMPANY LIMITED,CN,2314,36795.90634,543,YICHANG,8.711,23,4.565799505
CN44054PC,HUBEI KAIT AUTOMOTIVE ELECTRONIC & ELECTRICAL SYSTEMS COMPANY LIMITED,CN,2932,36779.01783,865,WUHAN,4.218,29,4.565600127
CN44818PC,HENAN LONGFENGSHAN AGRICULTURE & ANIMAL HUSBANDRY COMPANY LIMITED,CN,146,36769.88289,638,ZHUMADIAN,-27.778,1,4.565492247
CN49762PC,HUBEIHUAYANG AUTOMOBILE GEARSHIFT SYSTEM COMPANY LIMITED,CN,2932,36767.28175,384,SHIYAN,25.609,29,4.565461523
CN42092PC,NINGXIA GUOLONG MEDICAL DEVELOPMENT COMPANY LIMITED,CN,8610,36757.0418,976,YINCHUAN,NA,86,4.565340552
CN44711PC,LINKS NETWORK & TECHNOLOGY COMPANY LIMITED,CN,6190,36751.25198,108,SHANGHAI,-53.372,61,4.565272138
CN53235PC,CHINESE MEDICINES (GUAN GZHOU) LIMITED,CN,2120,36750.96573,160,GUANGZHOU,23.58,21,4.565268756
CN47556PC,ZHE JIANG QI CHAO CABLE COMPANY LIMITED,CN,6020,36748.38952,73,QUZHOU,13.938,60,4.565238311
CN44308PC,FUJIAN LISHU COMPANY LIMITED,CN,1712,36699.0121,250,JIAN’OU,1.101,17,4.564654374
CN51536PC,SHANGHAI TIANCHENG COMMUNICATION TECHNOLOGY COMPANY,CN,2630,36697.29463,136,SHANGHAI,47.334,26,4.564634049
CN9367126027,"GUANGDONG MOUNTAIN LNDUSTRY CO., LTD.",CN,2611,36687.58316,610,DONGGUAN,26.66,26,4.564519103
CN9367160496,"FUJIAN YEGUANGDA TECHNOLOGY CO., LTD.",CN,2222,36680.33171,NA,SANMING,18.667,22,4.564433254
CN50186PC,SHENZHEN XINZIRUN PROPERTY MANAGEMENT COMPANY LIMITED,CN,3811,36660.29584,4991,SHENZHEN,21.316,38,4.564195965
CN51363PC,JINZHOU JT RAILWAY MACHINERY COMPANY LIMITED,CN,2932,36643.4804,636,JINZHOU,18.333,29,4.563996716
CN9373390320,"YANGPU HUALIANG INTERNATIONAL LOGISTICS CO., LTD.",CN,5229,36622.18095,NA,NADA,-88.688,52,4.563744204
CN50310PC,DENAIR ENERGY SAVING TECHNOLOGY (SHANGHAI) COMPANY LIMITED,CN,2712,36598.68292,463,SHANGHAI,24.499,27,4.563465457
CN42768PC,BEIJING HANBROAD COMMERCIAL MANAGEMENT COMPANY LIMITED,CN,7490,36566.90608,455,BEIJING,10.388,74,4.563088216
CN50156PC,NANJING YINCHENGCONSTRUCTION&DEVELOPMENT COMPANY LIMITED,CN,7111,36566.19402,131,NANJING,39.514,71,4.563079759
CN48190PC,HARBIN LESONG CULTURE DEVELOPMENT COMPANY LIMITED,CN,4719,36563.6178,229,HARBIN,51.516,47,4.563049161
CN46460PC,SHANGHAI THENOW HEALTH SCI-TECH HOLDING COMPANY  LIMITED,CN,2829,36561.61408,434,SHANGHAI,10.028,28,4.56302536
CN48284PC,ZHONGSHUI SANLI DATA TECHNOLOGY COMPANY LIMITED,CN,5829,36548.73302,347,HEFEI,24.582,58,4.562872326
CN9374606902,GUANGDONG CHUANGYUE INSURANCE AGENCY,CN,6622,36526.81268,NA,NA,26.639,66,4.562611777
CN43390PC,SHANDONG KAIXIANG BIOCHEMICAL COMPANY LIMITED,CN,2059,36508.53748,235,RIZHAO,125.185,20,4.562394436
CN43517PC,SHENZHEN HI-OPTEL TECHNOLOGY COMPANY LIMITED,CN,4652,36491.77009,390,SHENZHEN,6.633,46,4.56219493
CN47949PC,FUJIAN YUANXIANG NEW MATERIALS COMPANY LIMITED,CN,2059,36472.05711,238,NA,37.918,20,4.561960259
CN46648PC,ZHEJIANG ANYSA ENVIRONMENTAL SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,7111,36456.47667,522,QUZHOU,7.955,71,4.561774694
CN48055PC,JUESHENG EDUCATION TECHNOLOGY GROUP COMPANY LIMITED,CN,4741,36454.25469,96,BEIJING,-247.609,47,4.561748223
CN31813PC,DALIAN BEEDA TECHNOLOGY (GROUP) COMPANY LIMITED,CN,7711,36452.06586,NA,DALIAN,14.167,77,4.561722146
CN45626PC,BEIJING JRUNION TECHNOLOGY COMPANY LIMITED,CN,6190,36442.39267,99,BEIJING,18.111,61,4.561606883
CN43135PC,GANSU QILIANSHAN PHARMACEUTICAL COMPANY LIMITED,CN,2110,36437.89445,380,JIUQUAN,23.295,21,4.561553273
CN47488PC,WUHU YUEFEI SOUND-ABSORBING NEW MATERIAL COMPANY LIMITED,CN,2932,36431.65845,571,WUHU,-15.393,29,4.561478942
CN45757PC,"GUANGDONG WEITIAN ENVIRONMENTAL MATERIALS TECHNOLOGY CO., LTD.",CN,2229,36426.23776,400,DONGGUAN,15.962,22,4.561414318
CN41371PC,BEIJING LVSAN CHEMISTRY COMPANY LIMITED,CN,2059,36419.20675,305,BEIJING,8.387,20,4.561330482
CN43763PC,AUDIOWELL ELECTRONICS (GUANGDONG) COMPANY LIMITED,CN,2611,36403.32011,732,GUANGZHOU,1.112,26,4.561140995
CN46524PC,ZHEJIANG TONGSHENG TECHNOLOGY COMPANY LIMITED,CN,2814,36403.32011,415,HANGZHOU,2.514,28,4.561140995
CN48984PC,HEZE HAN SUNGWON ELECTRONICS COMPANY LIMITED,CN,4652,36326.03372,1305,HEZE,2.104,46,4.560217982
CN48038PC,SHANDONG HAIYU BIOLOGY COMPANY LIMITED,CN,1089,36315.58575,83,JINING,15.586,10,4.560093053
CN9367156582,"GUANGZHOU CIMU EXHIBITION CO., LTD.",CN,6399,36313.00268,NA,GUANGZHOU,30.139,63,4.560062162
CN48344PC,SHANGHAI SHENJIE ENVIRONMENT PROTECTION SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,7111,36292.71959,180,SHANGHAI,26.126,71,4.559819513
CN43467PC,FUJIAN MINDONG ELECTRIC CORPORATION LIMITED,CN,2790,36285.3868,333,CHENGYANG,0.995,27,4.559731757
CN48875PC,BEIJING SHARETIMES TECHNOLOGY COMPANY LIMITED,CN,6190,36284.78308,78,BEIJING,45.606,61,4.559724531
CN49813PC,SUZHOU CHUXING FASHION TEXTILE GROUP COMPANY LIMITED,CN,1399,36265.63584,253,SUZHOU,11.416,13,4.559495296
CN53102PC,TIANSHUI 407 HOSPITAL COMPANY LIMITED,CN,8690,36256.0466,886,NA,15.74,86,4.559380446
CN45221PC,"OMS MACHINERY COMPANY,LIMITED",CN,2790,36234.35099,523,SHIQI,20.773,27,4.559120487
CN47678PC,XINJIANG JINFENGYUAN SEEDS COMPANY LIMITED,CN,161,36233.00381,138,NA,3.766,1,4.55910434
CN45143PC,CHINA INTERNATIONAL ELECTRONICS SERVICE COMPANY LIMITED,CN,4778,36218.97776,156,BEIJING,0.514,47,4.558936189
CN53153PC,WUXI DINGBANG HEAT EXCHANGE EQUIPMENT COMPANY LIMITED,CN,910,36213.33829,283,WUXI,11.262,9,4.558868562
CN48493PC,WNTIME (BEIJING) TECH COMPANY LIMITED,CN,4651,36205.81045,100,BEIJING,30.406,46,4.558778273
CN46010PC,GUANGZHOU FINELAND E-LIFE SERVICE COMPANY LIMITED,CN,6831,36134.6866,1093,NA,45.272,68,4.557924292
CN47963PC,POLYSTOR SOFTWARE (BEIJING) COMPANY LIMITED,CN,4741,36133.67649,255,BEIJING,31.916,47,4.557912152
CN46564PC,SUZHOU XTONG PHOTOVOLTAIC TECHNOLOGIES COMPANY LIMITED,CN,2790,36132.93555,169,SUZHOU,15.05,27,4.557903246
CN45625PC,HANGZHOU HANGKE OPTOELECTRONICS COMPANY LIMITED,CN,4652,36108.62997,456,HANGZHOU,-3.666,46,4.557611011
CN43732PC,HUALIAN CENTURY ENGINEERING CONSULTING COMPANY LIMITED,CN,8299,36091.02585,1178,GUANGZHOU,20.049,82,4.557399227
CN52290PC,SHENZHEN KJY E-COMMERCE COMPANY LIMITED,CN,6209,36084.63553,92,SHENZHEN,-55.084,62,4.557322323
CN47880PC,XINXIANG RUICHENG TECHNOLOGY COMPANY LIMITED,CN,2120,36038.64285,431,NANGANDAO,25.224,21,4.556768428
CN50073PC,XIAMEN DADA COMPANY LIMITED,CN,5229,36037.0685,173,XIAMEN,13.995,52,4.556749455
CN49706PC,NANJING LIANDI INFORMATION SYSTEMS COMPANY LIMITED,CN,4651,36035.49415,504,NANJING,25.659,46,4.556730482
CN9367171014,"BEIJING 6RENYOU INTERNATIONAL TRAVEL SERVICE CO., LTD.",CN,7911,36025.3914,200,BEIJING,-52.178,79,4.556608708
CN43278PC,SHENYANG D-HOME LOGISTICS COMPANY LIMITED,CN,7990,35953.62783,226,SHENYANG,1.225,79,4.555742719
CN32107PC,BEIJING QINGCHANG POWER TECHNOLOGY COMPANY LIMITED,CN,4643,35945.61294,238,BEIJING,12.018,46,4.555645894
CN46876PC,"CHENGDU JINGHUA OPTECH CO., LTD.",CN,2670,35935.06599,1000,CHENGDU,16.481,26,4.555518447
CN48453PC,WEIFANG GENIUS ELECTRONICS COMPANY LIMITED,CN,2790,35921.13892,427,WEIFANG,19.689,27,4.555350098
CN46053PC,TINAVI MEDICAL TECHNOLOGIES COMPANY LIMITED,CN,2651,35918.84895,282,BEIJING,-7.185,26,4.555322411
CN45335PC,NANJING PUJIANG ALLOY MATERIALS COMPANY LIMITED,CN,2550,35916.70211,142,NANJING,9.07,25,4.555296453
CN45852PC,SUZHOU AOGUAN ROBOTIZATION EQUIPMENT COMPANY LIMITED,CN,3299,35885.07194,256,SUZHOU,33.662,32,4.554913821
CN9367156574,"ZHEJIANG WHYIS TECHNOLOGY CO., LTD.",CN,6399,35884.7754,NA,HANGZHOU,24.108,63,4.554910232
CN52839PC,"HUBEI ITTIM TECHNOLOGIES CO., LTD.",CN,2611,35883.35446,384,SHANGHAI,20.211,26,4.554893035
CN41570PC,SHANGHAI HAIYANG SECURITY SERVICE MINISTRY COMPANY LIMITED,CN,8020,35863.17413,2953,SHANGHAI,22.82,80,4.554648725
CN41907PC,GUANGDONG HINABIOTECH COMPANY LIMITED,CN,162,35858.73732,327,FOSHAN,-20.425,1,4.554594993
CN9367126979,"JIANGSU XINHAN NEW MATERIALS CO., LTD.",CN,2059,35817.15609,NA,NANJING,24.826,20,4.5540911
CN9367157127,"JIANGSU HUAYUAN MEDICAL TECHNOLOGY CO., LTD.",CN,3250,35811.7993,624,YANCHENG,35.53,32,4.554026142
CN44582PC,GUIZHOU WEIKANG ZIFAN PHARMACEUTICAL COMPANY LIMITED,CN,2120,35807.65088,129,GUIYANG,24.125,21,4.553975831
CN50976PC,WUXI SHUANGCHENG CARBON BLACK TECH. CORPORATION,CN,2790,35786.80975,180,NA,34.301,27,4.553722985
CN47196PC,WODELL TECHNOLOGY,CN,2932,35779.83807,485,TAIZHOU,1.087,29,4.553638371
CN31160PC,BEIHAI GOFAR MARINE BIOLOGICAL INDUSTRY COMPANY LIMITED,CN,2015,35767.71113,349,BEIHAI,1.613,20,4.553491149
CN50895PC,CHANGZHOU POWER STATION AUXILIARY EQUIPMENTCOMPANY LIMITED,CN,2814,35749.39139,287,CHANGZHOU,20.828,28,4.553268653
CN47822PC,HONG XIANG NEW GEO-MATERIAL COMPANY LIMITED,CN,1330,35746.09956,417,DEZHOU,3.728,13,4.553228661
CN52096PC,SHANGHAI FAST-PCB CIRCUIT TECHNOLOGY COMPANY LIMITED,CN,2611,35723.91551,547,SHANGHAI,20.787,26,4.552959054
CN45925PC,ANHUI HANHUA BUILDING MATERIALS COMPANY LIMITED,CN,1520,35719.4787,409,XUANZHOU,18.16,15,4.552905112
CN42434PC,"BAODING EDEL NEW ENERGY CORP., LTD.",CN,2790,35705.09371,85,BAODING,7.005,27,4.552730177
CN50277PC,FUND RESOURCES ELECTRIC INDUSTRY COMPANY LIMITED,CN,2712,35694.60557,522,NA,0.927,27,4.552602587
CN49836PC,JURE JEWELLERY (GUANGZHOU) COMPANY LIMITED,CN,3212,35651.68644,101,GUANGZHOU,8.886,32,4.552080078
CN51531PC,BEIJING LONGSIGHT HEALTH TECHNOLOGY CORPORATION LIMITED,CN,4690,35606.26845,270,BEIJING,20.312,46,4.551526462
CN51801PC,AOFU ENVIRONMENTAL TECHNOLOGY COMPANY LIMITED,CN,2899,35603.67827,523,DEZHOU,16.496,28,4.551494868
CN51610PC,"GUANGDONG KANGRONG HIGH-TECH NEW MATERIAL CO., LTD.",CN,2740,35586.51748,984,FOSHAN,3.026,27,4.55128549
CN42028PC,FENGZE INTELLIGENT EQUIPMENT COMPANY LIMITED,CN,2219,35543.86685,334,HENGSHUI,12.321,22,4.550764673
CN44693PC,SHENZHEN WESONTON COMPANY LIMITED,CN,6201,35537.13948,191,SHENZHEN,34.195,62,4.550682467
CN46067PC,ZHUHAI MAKHOP TECHNOLOGY COMPANY LIMITED,CN,1920,35515.95787,167,NA,8.149,19,4.550423532
CN43136PC,GRAND GREEN TECHNOLOGY INC,CN,4677,35510.5192,91,FUZHOU,16.324,46,4.550357022
CN44542PC,GREATSOFT COMPANY LIMITED,CN,6209,35495.63441,436,ÜRÜMQI,20.108,62,4.550174943
CN30249PC,SHENYANG FEFEI AOJIA MODERN AGRICULTURE COMPANY LIMITED,CN,111,35490.76823,320,SHENYANG,17.854,1,4.5501154
CN48790PC,HANGZHOU URBAN&RURAL CONSTRUCTION DESIGN INSTITUTE COMPANY LIMITED,CN,7112,35479.45108,391,CHANGZHOU,33.55,71,4.549976892
CN41880PC,SHANDONG LEADTHING INFORMATION TECHNOLOGY COMPANY LIMITED,CN,6209,35478.03029,178,RIZHAO,12.119,62,4.5499595
CN50193PC,HAINAN PURPLE BAMBOO STAR PHARMACEUTICAL COMPANY LIMITED,CN,4645,35457.46493,125,NADA,32.209,46,4.549707682
CN47602PC,HEBEI HUAMI RUBBER TECHNOLOGY COMPANY LIMITED,CN,2219,35452.79544,460,XINGTAI,14.154,22,4.549650485
CN43528PC,"HANGZHOU TAOFENBA NETWORK TECHNOLOGY CO., LTD.",CN,5829,35445.35808,NA,HANGZHOU,11.198,58,4.549559368
CN41931PC,"SEMPTIAN CO., LTD.",CN,6311,35439.51659,140,SHENZHEN,10.189,63,4.549487789
CN49759PC,GUANGZHIYI AGRICULTURE COMPANY LIMITED,CN,4621,35381.77924,98,CHANGDE,8.248,46,4.548779668
CN51253PC,CHANGZHOU STAR SEA ELECTRONICS COMPANY LIMITED,CN,2611,35359.09513,498,CHANGZHOU,6.357,26,4.548501142
CN53261PC,"SHAANXI QINYUAN THERMODYNAMIC CO,. LTD",CN,3530,35345.7847,58,XI’AN,8.938,35,4.548337628
CN45466PC,ENERGY EXPLORER POWER COMPANY LIMITED,CN,7112,35326.60622,402,NANJING,21.785,71,4.548101917
CN49679PC,JIANGSU WEITELI MOTOR COMPANY LIMITED,CN,2711,35321.31067,500,TAIZHOU,3.029,27,4.548036811
CN45400PC,KAISHENG HOMETEXTILE COMPANY LIMITED,CN,1330,35311.14894,338,JIAOJIANG,14.097,13,4.547911849
CN43456PC,GUANGDONG CHEERSON HOBBY TECHNOLOGY COMPANY LIMITED,CN,2229,35280.57523,346,SHANTOU,24.401,22,4.547535657
CN51198PC,CANGNENG ELECTRIC POWER EQUIPMENT COMPANY LIMITED,CN,4643,35274.0801,271,CANGZHOU,11.765,46,4.547455697
CN47935PC,CHINA ROLLAY ELECTRIC (SHANGHAI) COMPANY LIMITED,CN,2790,35246.75429,54,SHANGHAI,19.187,27,4.547119131
CN46913PC,SHENZHEN INTERNET ONLINE CLOUD COMPUTING COMPANY LIMITED,CN,6190,35173.32155,24,SHENZHEN,0.771,61,4.546213382
CN50856PC,YULONG AGRICULTURE AND ANIMAL HUSBANDRY SCIENCE &TECHNOLOGY COMPANY LIMITED,CN,146,35162.30108,115,BINZHOU,43.163,1,4.546077288
CN49639PC,XIAMEN ZHONGGOU NEW MATERIAL TECHNOLOGY CORPORATION LIMITED,CN,3299,35155.86055,188,XIAMEN,9.183,32,4.545997733
CN46456PC,ZHEJIANG ZHONGDE AUTOMATIC CONTROL SCIENCE AND TECHNOLOGY JOINT STOCK COMPANY LIMITED,CN,2814,35151.1757,230,HUZHOU,9.442,28,4.545939855
CN45396PC,LINKWELL SCIENCETECHNOLOGY COMPANY LIMITED,CN,2829,35150.13563,253,HANGZHOU,12.189,28,4.545927005
CN9367157355,"SHENZHEN RONGCHAO PROPERTY MANAGEMENT CO., LTD.",CN,6832,35129.15316,NA,SHENZHEN,27.474,68,4.545667681
CN41992PC,CHENGDU SHENGBANG SEALS COMPANY LIMITED,CN,2229,35127.09284,715,CHENGDU,14.888,22,4.545642209
CN48282PC,SHENZHEN SHANYUAN ELECTRONIC CORPORATION,CN,2790,35091.05605,192,SHENZHEN,7.736,27,4.545196438
CN41501PC,ZUXING NEW MATERIALS COMPANY LIMITED,CN,2059,35089.64457,394,CHANGSHA,16.439,20,4.545178969
CN49987PC,SHANG HAI EVER-DO INT'L LOGISTICS COMPANY LIMITED,CN,7990,35075.40293,141,SHANGHAI,68.43,79,4.545002669
CN43617PC,XIAMEN HENGKUN NEW MATERIALS TECHONLOGY COMPANY LIMITED,CN,2611,35068.69868,88,XIAMEN,-2.904,26,4.544919651
CN9367159792,GUANGZHOU TOTEM INFORMATION TECHNOLOGY LTD.,CN,8299,35063.42431,NA,GUANGZHOU,35.759,82,4.544854327
CN48313PC,NANCHANG ZHONGHUAN NETWORKINFORMATION SERVICE COMPANY LIMITED,CN,6831,35039.00635,969,NANCHANG,42.472,68,4.544551782
CN43332PC,MEIYA UPDATED HIGH-TECH MATERIAL INDUSTRY  COMPANY LIMITED,CN,2059,35038.92911,259,HUAINAN,5.121,20,4.544550824
CN42981PC,SICHUAN CHUAN JIAO AGRICULTURE AND ANIMAL HUSBANDRY SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,146,34990.9539,93,CHENGDU,-6.924,1,4.543955782
CN48780PC,HUNAN DIYI BIO-TECH COMPANY LIMITED,CN,162,34981.76084,172,CHANGSHA,9.058,1,4.543841666
CN49565PC,SHAOXING EASTLAKE HIGH-TECH COMPANY LIMITED,CN,2020,34947.04418,149,SHAOXING,34.7,20,4.543410449
CN40496PC,JOYWARE ELECTRONICS COMPANY LIMITED,CN,2790,34908.11474,268,HANGZHOU,-10.046,27,4.542926395
CN45794PC,WUHAN CHANGLIAN LAIFU PHARMACEUTICAL COMPANY LIMITED,CN,2120,34877.9158,439,NA,1.232,21,4.542550525
CN9367146267,PHARMAPACK TECHNOLOGIES CORPORATION,CN,2899,34868.23419,NA,GUANGZHOU,17.086,28,4.542429954
CN51738PC,FUJIAN HUIJING ECOLOGICAL ENVIRONMENT COMPANY LIMITED,CN,8130,34853.15553,87,FUZHOU,14.292,81,4.542242104
CN44556PC,SHENZHEN HAFOND TECHNOLOGY COMPANY LIMITDE,CN,4652,34848.73054,621,SHENZHEN,14.406,46,4.542186962
CN44233PC,GANSU LONGSHENRONGFA PHARMACEUTICAL INDUSTRY COMPANY LIMITED,CN,2120,34845.28377,303,LANZHOU,2.711,21,4.542144006
CN31805PC,BEIJING HUAHUAN ELECTRONICS COMPANY LIMITED,CN,2630,34830.97148,349,BEIJING,4.721,26,4.541965588
CN52654PC,CHONGQING MEXINBEST DOORS &WINDOWSINDUSTRY COMPANY LIMITED,CN,2512,34796.62197,342,CHONGQING,7.043,25,4.541537085
CN45240PC,SHANXI DADI MINJI ECO-ENVIRONMENT COMPANY LIMITED,CN,8130,34779.87659,151,TAIYUAN,7.494,81,4.541328037
CN51482PC,HUBEI ZHONGCHU PROPERTY MANAGEMENT COMPANY LIMITED,CN,6831,34776.29851,3992,WUHAN,48.588,68,4.541283355
CN42633PC,MERITDATA TECHNOLOGY COMPANY LIMITED,CN,6209,34769.57173,546,XI’AN,14.234,62,4.541199341
CN48194PC,HEBEI RUIXING GAS EQUIPMENT COMPANY LIMITED,CN,4690,34750.39326,462,NA,16.321,46,4.540959724
CN42064PC,JIANGSU HAITE FASHION COMPANY LIMITED,CN,1399,34745.9517,210,JIANGYIN,12.77,13,4.540904212
CN42114PC,FUNIK ULTRAHARD MATERIAL COMPANY LIMITED,CN,2399,34729.92668,635,ZHENGZHOU,3.732,23,4.540703866
CN48512PC,GUANGDONG XINTAO NEW MATERIALS ST COMPANY LIMITED,CN,4675,34715.45411,159,FOSHAN,27.164,46,4.540522851
CN47029PC,"SHANGHAI TELE-HOT ELECTRONIC COMMERCE CO., LTD.",CN,6399,34714.35497,NA,SHANGHAI,26.707,63,4.5405091
CN51880PC,VENUS MEDTECH (HANGZHOU) INC.,CN,2660,34706.31139,439,HANGZHOU,-12.527,26,4.540408459
CN52705PC,SHANGHAI LEADGO-TECH COMPANY LIMITED,CN,2410,34705.16641,252,SHANGHAI,17.128,24,4.540394131
CN44128PC,WUHAN WINSSE SECURITY TECHNOLOGY COMPANY LIMITED,CN,7112,34680.54926,150,WUHAN,19.719,71,4.540085967
CN41314PC,GUANGDONG YADA ELECTRONICS COMPANY LIMITED,CN,2651,34668.09757,643,HEYUAN,14.137,26,4.53993001
CN30915PC,CCID CONSULTING COMPANY LIMITED,CN,7022,34666.66634,324,BEIJING,31.347,70,4.53991208
CN48822PC,CHONGQING HUABO JUNWEI PHARMACEUTICAL COMPANY LIMITED,CN,4690,34663.23139,129,CHONGQING,12.4,46,4.539869046
CN52318PC,SHANDONG ZHAOJIN MOTIAN COMPANY LIMITED,CN,3299,34654.93026,442,LUOFENG,7.233,32,4.539765029
CN47891PC,TIANJIN XUHUIHENGYUAN PLASTIC PACKAGING CORPORATION,CN,2219,34634.89305,548,TIANJIN,8.835,22,4.539513851
CN48139PC,NINGBO JIAYIN ELECTROMECHANICAL TECHNOLOGY COMPANY LIMITED,CN,4652,34634.17583,439,YUYAO,19.491,46,4.539504857
CN44462PC,"SHANGHAI RENLE SCIENCE&TECHNOLOGY COMPANY, LIMITED",CN,2790,34618.29079,319,SHANGHAI,-1.577,27,4.539305622
CN44100PC,GUANGDONG SHARE MEDIA INVESTMENT LIMITED,CN,7311,34607.1272,295,ZHUHAI,13.241,73,4.539165549
CN50298PC,BEIJING SCORE TECHNOLOGY COMPANY LIMITED,CN,4651,34606.41158,24,BEIJING,0.254,46,4.539156569
CN49099PC,KINGWIN RIVER&SEA LOGISTICS COMPANY LIMITED,CN,3011,34598.82607,40,NINGBO,17.495,30,4.539061363
CN41892PC,HANGZHOU QUANWEI TECNOLOGY COMPANY LIMITED,CN,6209,34597.40362,259,HANGZHOU,-38.069,62,4.539043508
CN44654PC,ZHEJIANG RISESUN SCIENCE AND TECHNOLOGY COMPANY LIMITED,CN,2651,34597.11177,439,WENZHOU,3.235,26,4.539039845
CN30553PC,HUNAN FAZHAN INDUSTRIAL COMPANY LIMITED,CN,116,34584.65689,379,CHANGSHA,5.538,1,4.538883472
CN49361PC,DAKEWE BIOTECH COMPANY LIMITED,CN,7211,34548.95783,324,SHENZHEN,11.765,72,4.538434951
CN43966PC,WELLAV TECHNOLOGIES LIMITED,CN,2630,34533.27576,341,HUIZHOU,7.181,26,4.538237777
CN44471PC,HOLLYCRM COMPANY LIMITED,CN,6190,34515.81476,826,BEIJING,18.786,61,4.53801813
CN47521PC,HANGZHOU PINMING SOFTWARE COMPANY LIMITED,CN,4741,34502.11688,791,NA,39.022,47,4.537845742
CN52973PC,BEI HAI CHENG GANG MINING COMPANY LIMITED,CN,2361,34495.34818,339,BEIHAI,14.67,23,4.537760533
CN51875PC,GUANGDONG ARTECH PRINTING CORPORATION LIMITED,CN,1812,34458.56558,420,JIANGMEN,2.239,18,4.537297195
CN40635PC,XINJIANG TIANSHAN ANIMAL HUSBANDRY BIO-ENGINEERING COMPANY LIMITED,CN,162,34451.8388,172,CHANGJI,-40.618,1,4.537212407
CN42869PC,TIANYI YOFUS TECHNOLOGY COMPANY LIMITED,CN,4690,34440.81834,1063,GUANGZHOU,-15.649,46,4.537073462
CN48320PC,GUANGDONG SOHOO TECHNOLOGY COMPANY LIMITED,CN,2823,34436.53222,484,NA,42.614,28,4.537019411
CN43293PC,NINGBO YOSUN AUTO-PARTS COMPANY LIMITED,CN,2932,34398.22077,545,NINGBO,3.181,29,4.53653598
CN43142PC,XINJIANG BEST FOOD CATERING COMPANY LIMITED,CN,1089,34384.14165,280,ÜRÜMQI,5,10,4.536358187
